id,subject,body,label
144,Thông báo phong tỏa tạm thời tài khoản do tranh chấp,"Quý khách thân mến, do tranh chấp hợp đồng, một phần quyền sử dụng/hạn mức tài khoản đã tạm thời bị hạn chế. Chúng tôi đã gửi thông báo chi tiết tới email đăng ký và sẽ hướng dẫn các bước giải quyết thông qua bộ phận pháp chế. Vui lòng kiểm tra mục “Tin nhắn nội bộ” hoặc gọi 628782173 để được hỗ trợ thủ tục hòa giải.",spam
145,Cập nhật chương trình khám miễn phí cho nhóm nguy cơ cao,Bạn được mời tham gia chương trình khám sàng lọc miễn phí dành cho người thuộc nhóm nguy cơ. Chương trình cung cấp kiểm tra tổng quát và tư vấn chuyên sâu; đăng ký qua mục Sự kiện trong tài khoản hoặc liên hệ tổng đài 378284272 để được ưu tiên lịch. Hạn đăng ký chỉ trong 7 ngày.,spam
146,Lời mời dùng thử VPN/Tool bảo mật miễn phí,Bạn được chọn dùng thử gói VPN/Tool bảo mật 1 tháng miễn phí để thử nghiệm tốc độ và bảo vệ dữ liệu. Đăng ký qua mục Trải nghiệm trong tài khoản hoặc xem chi tiết tại đây. Chương trình giới hạn số lượng người tham gia.,spam
147,Cập nhật dịch vụ bắt buộc: nâng cấp bảo mật tài khoản,"Để tuân thủ tiêu chuẩn bảo mật mới, tất cả người dùng cần hoàn tất bước xác thực 2 lớp trong 14 ngày. Hãy vào mục Bảo mật trong tài khoản để kích hoạt tính năng này và tải bản cập nhật phần mềm chính thức tại đây. Việc không cập nhật có thể khiến một số tính năng bị giới hạn.",spam
148,Thư mời quyên góp khẩn cấp cho nạn nhân lũ lụt — Bạn có thể giúp?,"Kính gửi, tổ chức thiện nguyện A đang thực hiện cứu trợ khẩn cấp cho vùng lũ. Chúng tôi gửi kèm danh sách nhu cầu và phiếu hỗ trợ dành cho tài khoản được chọn. Nếu muốn đóng góp, vui lòng kiểm tra mục “Quyên góp” trong tài khoản hoặc truy cập vào link. Mọi khoản đóng góp sẽ có chứng từ.",spam
149,Tin nóng: Clip “celebrity” bị rò rỉ — Xem bản tóm tắt miễn phí,Chúng tôi có bản tóm tắt sự kiện liên quan đến một nhân vật nổi tiếng. Mở xem tóm tắt tại đây (chỉ 1 phút đọc). Lưu ý: trang dùng cookie để phân tích lượt xem.,spam
150,Thông báo hoàn tiền bảo hiểm y tế — yêu cầu tải form,Bạn đủ điều kiện nhận hoàn tiền bảo hiểm y tế. Vui lòng tải mẫu đơn hoàn tiền từ mục Hồ sơ hoặc tại đây và gửi về phòng Tài chính để xử lý.,spam
151,Các bản cập nhật quan trọng trong Các ứng dụng Gemini,"Giới thiệu tính năng trò chuyện tạm thời và các chế độ kiểm soát dữ liệu mới
Chào Đức,
Để giúp bạn quản lý và kiểm soát dữ liệu của mình, chúng tôi ra mắt một tính năng mới trong Các ứng dụng Gemini có tên là Cuộc trò chuyện tạm thời và cập nhật các chế độ kiểm soát dữ liệu của bạn trong phần Hoạt động trên Các ứng dụng Gemini.
•	Cuộc trò chuyện tạm thời: Trong vài ngày tới khi tính năng này ra mắt, bạn có thể nhanh chóng bắt đầu một cuộc trò chuyện mới với Gemini mà không cần lo lắng rằng cuộc trò chuyện đó sẽ được dùng để cá nhân hoá các cuộc trò chuyện trong tương lai hoặc huấn luyện các mô hình. Các cuộc trò chuyện tạm thời cũng sẽ không xuất hiện trong phần Cuộc trò chuyện gần đây hoặc Hoạt động trên Các ứng dụng Gemini. Các cuộc trò chuyện này sẽ được lưu trong 72 giờ để Gemini có thể phản hồi bạn và đảm bảo an toàn. Tìm hiểu cách bắt đầu một cuộc trò chuyện tạm thời.
•	Nội dung bạn tải lên: Chúng tôi cũng đang cập nhật các phương pháp xử lý dữ liệu đối với nội dung tải lên. Trong vài tuần tới, chúng tôi sẽ cập nhật tên của chế độ cài đặt Hoạt động trên Các ứng dụng Gemini trên trang Hoạt động trên Các ứng dụng Gemini thành ""Lưu giữ hoạt động"". Nếu bật chế độ cài đặt này, bạn có thể xem các cuộc trò chuyện trước đây của mình trong phần Cuộc trò chuyện gần đây và trong phần Hoạt động trên Các ứng dụng Gemini, đồng thời tiếp tục trò chuyện từ thời điểm bạn dừng lại bất cứ lúc nào. Một số nội dung bạn tải lên kể từ 2 tháng 9 — chẳng hạn như tệp, video, màn hình bạn hỏi về và ảnh bạn chia sẻ với Gemini – cũng sẽ được dùng để giúp cải thiện các dịch vụ của Google cho mọi người. Để dừng việc này, bạn có thể tắt tính năng Lưu hoạt động. Bạn cũng có thể quản lý và xoá hoạt động của mình bất cứ lúc nào. Ngoài ra, nếu chế độ Hoạt động trên Các ứng dụngGemini ở trạng thái tắt, thì chế độ Lưu giữ hoạt động vẫn sẽ được tắt trừ phi bạn bật chế độ này.
•	Các bản ghi âm và bản ghi ở chế độ Gemini Live của bạn: Trong vài ngày tới, chúng tôi sẽ triển khai chế độ cài đặt này trong phần Hoạt động trên Các ứng dụng Gemini. Theo đó, bạn có thể chọn cải thiện các dịch vụ của Google bằng các bản ghi âm Gemini và bản ghi ở chế độ Gemini Live của mình. Bản ghi âm của Gemini bao gồm cả âm thanh được thu thập khi bạn nhấp vào nút micrô. Bản ghi ở chế độ Gemini Live bao gồm âm thanh, video và màn hình chia sẻ. Chế độ cài đặt mới này được tắt theo mặc định, nhưng bạn có thể bật bất cứ lúc nào.
Như trước đây, khi Google sử dụng dữ liệu hoạt động của bạn để cải thiện các dịch vụ (kể cả việc huấn luyện các mô hình AI tạo sinh), Google sẽ nhờ đến sự trợ giúp của nhân viên đánh giá. Để bảo vệ quyền riêng tư của bạn, chúng tôi sẽ huỷ liên kết các cuộc trò chuyện khỏi tài khoản của bạn trước khi gửi chúng cho nhà cung cấp dịch vụ. Theo các nguyên tắc về quyền riêng tư của mình, chúng tôi xây dựng các biện pháp bảo vệ dữ liệu kỹ thuật để bảo vệ và đảm bảo việc sử dụng dữ liệu có trách nhiệm, đồng thời cung cấp cho bạn các công cụ để kiểm soát trải nghiệm của bạn trên Gemini. Bạn có thể tìm hiểu thêm trong Thông báo về quyền riêng tư của Các ứng dụng Gemini và Trung tâm quyền riêng tư của Các ứng dụng Gemini. Chính sách về các hành vi bị cấm khi sử dụng AI tạo sinh của Google được áp dụng.
Trân trọng,
Nhóm Gemini",ham
152,Mã đăng nhập Spotify của bạn,"Xin chào!
Hãy nhập mã này để tiếp tục đăng nhập mà không cần mật khẩu:
347505
Mã này có hiệu lực trong 20 phút và chỉ dùng được một lần. Bằng việc nhập mã này, bạn cũng sẽ xác nhận địa chỉ email liên kết với tài khoản của mình.
Nếu không muốn đăng nhập, bạn có thể yên tâm bỏ qua email này.
Trân trọng!
Spotify",ham
153,MEGA mong chờ quý khách quay trở lại!,"Chúng tôi phát hiện rằng quý khách đã vắng mặt và không có hoạt động với tài khoản trong thời gian gần đây. MEGA mong quý khách quay trở lại!

Quý khách có thể dùng App MEGA cho Máy Tính, hiện có cho Windows, MacOS và Linux để giữ dữ liệu của mình đồng bộ hoàn toàn tự động với tài khoản MEGA: https://mega.nz/sync

Quý khách còn có thể dùng App MEGA cho Di Động (Android và iOS) để giữ hình ảnh và videos của mình đồng bộ hoàn toàn tự động với tài khoản MEGA: https://mega.nz/mobile

Nếu quý khách quên mất mật khẩu, có thể vào đặt lại mật khẩu ở đây.

Xin nhớ rằng, tất cả dữ liệu trên MEGA đều được mã hoá với mật khẩu của chính quý khách làm chủ. Để có thể truy cập vào dữ liệu có trên MEGA, quý khách cần phải có mật khẩu, hoặc một phiên đăng nhập đang còn được mở chẳng hạn như một tab trên trình duyệt web, hoặc Chìa Khóa Phục Hồi.

Nếu quý khách chưa từng sao lưu Chìa Khóa Phục Hồi và vẫn còn truy cập được vào tài khoản MEGA, bây giờ là lúc thích hợp để lưu lại dự phòng Chìa Khóa Phục Hồi.

Nếu quý khách cần trợ giúp hay có câu hỏi, xin liên lạc support@mega.nz

Trân thành,

— Đội ngũ MEGA",ham
154,Tài khoản của bạn ở Kho Khóa Học đã được tạo!,"Xin chào duc-8945,
Cảm ơn bạn đã tạo tài khoản ở Kho Khóa Học. Tên tài khoản của bạn là duc-8945. Bạn có thể truy cập trang tài khoản để xem đơn hàng, đổi mật khẩu, và nhiều thứ khác tại: https://khokhoahoc.org/tai-khoan/
Chúng tôi mong sớm được gặp bạn.",ham
155,Hướng dẫn thực hiện giao dịch thành công với Thẻ Ghi nợ Ảo Timo VISA,"PHAM ANH DUC thân mến,
Cảm ơn bạn đã tin tưởng & sử dụng dịch vụ tài chính của chúng tôi.
Timo xin thông báo: Timo ghi nhận bạn đã thực hiện không thành công một số giao dịch với Thẻ Ghi Nợ Ảo Timo Visa. Vui lòng xem thông tin chi tiết dưới đây để hiểu rõ nguyên nhân cũng như hướng dẫn cách khắc phục.
Giao dịch bị lỗi có thể do các nguyên nhân sau: 
Tài khoản chưa hoàn tất xác minh định danh qua cuộc gọi video (vKYC). 
Cách xử lý: Truy cập “Quản Lý Thẻ” trên ứng dụng Timo để thực hiện cuộc gọi video & cung cấp các thông tin cần thiết để hoàn tất quá trình định danh vKYC.
Giao dịch vượt quá hạn mức đã cài đặt trước đó. 
Cách xử lý: Để cài đặt hạn mức giao dịch trong ngày, vui lòng truy cập “Thông báo & Bảo mật” và cài đặt hạn mức giao dịch theo nhu cầu của bạn. 
Thẻ bị khóa vì lý do bảo mật. 
Cách xử lý: Truy cập “Quản Lý Thẻ”, ấn chọn mở khóa thẻ và làm theo hướng dẫn để hoàn tất quy trình mở khóa.
Với Thẻ Ghi nợ Ảo Timo VISA, bạn có thể sử dụng dịch vụ giao dịch & thanh toán quốc tế an toàn, với hạn mức lên đến 500 triệu / ngày. Nếu có bất kỳ thắc mắc hay cần hỗ trợ, vui lòng liên hệ đến đội ngũ CSKH của chúng tôi.
Trân trọng, 
Ngân hàng số Timo ",ham
156,Kiện hàng đã được giao,"Cảm ơn bạn đã mua sắm cùng chúng tôi. Bạn sẽ chia sẻ phản hồi của mình chứ? Đánh giá của bạn có thể giúp những khách hàng khác đưa ra quyết định đúng đắn khi mua hàng.
Viết đánh giá

Thông tin giao hàng
Đã giao vào  Wednesday Oct 1",ham
157,Thay đổi địa chỉ web EHROnline,"Thông điệp này chỉ dành cho người dùng EHROnline.

Do một thay đổi gần đây của EHROnline, URL (địa chỉ web) để truy cập EHROnline cần được cập nhật trên máy tính của bạn. Thay đổi này là thêm chữ “s” vào phần “http” trong URL.

URL mới để truy cập EHROnline là:
https://ehronline.enron.com

Người dùng nào đã lưu URL cũ vào favorites/bookmarks trên trình duyệt cần thực hiện thay đổi này.",ham
158,Gia hạn thẻ vé tháng thành công,"Kính gửi khách hàng: Đinh Gia Bảo
Trung tâm Quản lý và Điều hành giao thông Thành phố Hà Nội xin trân trọng thông báo thông tin quý khách hàng vừa gia hạn thẻ vé tháng thành công.

Mã thẻ: 00240/HPTC - Loại thẻ: Vật lý                                                                                                                                                                                                                                                                                                                   
Tháng sử dụng
09/2025                                                                                                                                                                                                                                                                                                                                                  Mọi thông tin xin vui lòng liên hệ trực tiếp qua hotline: 0798.39.1998 để nhận được sự trợ giúp.

Trân trọng!",ham
159,Lời mời Zoom từ Trần Thị Kiều Trang,"Chào bạn,
Trần Thị Kiều Trang ( poe1+by6@hldrive.com ) đang mời bạn tham gia trò chuyện nhóm trên Zoom.
Vui lòng nhấp vào liên kết để xem lời mời. Liên kết lời mời sẽ hết hạn sau 30 ngày. Bằng cách chấp nhận lời mời, bạn sẽ có thể trò chuyện với mọi người trong mục trò chuyện.
Xem lời mời
Nếu nút ở trên không hoạt động, vui lòng sao chép và mở liên kết bên dưới trong trình duyệt của bạn.
https://s.zoom.us/c/bZEE1huhc
Cảm ơn,
Zoom",ham
160,Phát triển thông minh hơn với các công cụ JetBrains,"Xin chào Bảo,

Cảm ơn bạn đã chọn công cụ phát triển JetBrains!

Chúng tôi đã chuẩn bị một số thông tin hữu ích để giúp bạn áp dụng các chức năng tuyệt vời của công cụ vào hoạt động phát triển hàng ngày và hỗ trợ bạn quản lý giấy phép tốt hơn.

Hỗ trợ kỹ thuật sản phẩm
Chúng tôi đã chuẩn bị một nguồn tài nguyên trực tuyến cho mỗi sản phẩm để giúp bạn phát triển bằng các công cụ của chúng tôi, bao gồm Cổng hỗ trợ kỹ thuật , Diễn đàn cộng đồng , Kho lưu trữ Plug-in , Hội thảo trực tuyến , Bản demo sản phẩm , v.v. Nếu bạn có bất kỳ câu hỏi nào về sản phẩm của chúng tôi, vui lòng trả lời email này hoặc gửi yêu cầu của bạn tại ""Trang chủ Hỗ trợ"" của sản phẩm tương ứng.

Quản lý giấy phép
Với hệ thống Tài khoản JetBrains , bạn có thể quản lý tất cả giấy phép và thông tin mua hàng trong cùng một tài khoản. Nếu bạn có giấy phép ở nhiều tài khoản khác nhau, chúng tôi có thể hỗ trợ bạn hợp nhất chúng. Nếu bạn cần hỗ trợ, vui lòng trả lời email này.

Tìm hiểu cách phân phối và kích hoạt giấy phép công cụ IDE hoặc .NET

Sự phát triển công nghệ
Các công cụ JetBrains kết hợp những công nghệ phổ biến và hiện đại nhất. Chúng tôi cũng thường xuyên cung cấp nhiều blog, bản tin, hướng dẫn và các tài nguyên học tập khác để giúp bạn áp dụng và sử dụng hiệu quả các công nghệ này cùng với các công cụ JetBrains. Bạn có thể đăng ký:

Bản tin hàng tháng : Nhận Bản tin JetBrains gửi trực tiếp đến hộp thư đến của bạn mỗi tháng.
Blog công ty : Nhận thông tin về tin tức mới nhất của công ty JetBrains và các cập nhật sản phẩm cụ thể.
Trân trọng,
Nhóm JetBrains
https://www.jetbrains.com
Động lực để phát triển",ham
161,Gia hạn thẻ vé tháng thành công,"Kính gửi khách hàng: Đinh Gia Bảo
Trung tâm Quản lý và Điều hành giao thông Thành phố Hà Nội xin trân trọng thông báo thông tin quý khách hàng vừa gia hạn thẻ vé tháng thành công.

Mã thẻ: 00240/HPTC - Loại thẻ: Vật lý                                                                                                                                                                                                                                                                                                                   
Tháng sử dụng
10/2025                                                                                                                                                                                                                                                                                                                                                  Mọi thông tin xin vui lòng liên hệ trực tiếp qua hotline: 0798.39.1998 để nhận được sự trợ giúp.

Trân trọng!",ham
162,Thông báo dừng dịch vụ đã đăng ký trực tuyến,"
Kính gửi: Quý khách DINH GIA BAO,
Vietcombank xin thông báo đóng tài khoản và/hoặc dừng dịch vụ đã đăng ký trực tuyến của Quý khách do đã quá thời hạn Quý khách chưa đến điểm giao dịch của Vietcombank để hoàn thiện hồ sơ khách hàng.

Trân trọng cảm ơn Quý khách!

Ngân hàng TMCP Ngoại thương Việt Nam.",ham
163,Bạn chính thức trở thành một Kaggler. Giờ thì sao?,"Hi giab,

Giờ đây, bạn đã là thành viên của cộng đồng khoa học dữ liệu lớn nhất thế giới. Chào mừng bạn, chúng tôi rất vui vì bạn đã đến đây!

Cho dù bạn là người mới làm quen với máy học hay là chuyên gia nổi tiếng, chúng tôi đều muốn hỗ trợ bạn bằng các công cụ và tài nguyên mạnh mẽ để giúp bạn phát triển với tư cách là nhà khoa học dữ liệu.

Vậy, nơi tốt nhất để bắt đầu là đâu?

Chúng tôi thực sự khuyên bạn nên thử sức với cuộc thi Titanic nổi tiếng của chúng tôi. Bạn sẽ được thử thách dự đoán xem hành khách nào sống sót sau vụ đắm tàu ​​​​khét tiếng năm 1912.

Bắt đầu tại đây
Đây là một cách nhanh chóng để nắm bắt rõ cách thức hoạt động của nền tảng chúng tôi. Bạn sẽ quen thuộc hơn với cách các sổ ghi chép (môi trường lập trình trực tuyến không cần GPU), bộ dữ liệu mở và mô hình tiền huấn luyện mở của chúng tôi phối hợp hoạt động để giúp bạn xây dựng các dự án khoa học dữ liệu.



Thỏa thuận của bạn với Kaggle

Về Tài khoản Kaggle của bạn

Tài khoản Kaggle cho phép bạn truy cập một loạt các dịch vụ của Kaggle, chẳng hạn như sổ ghi chép, bộ dữ liệu và các cuộc thi học máy.

Điều khoản Sử dụng

Điều khoản Sử dụng của Kaggle giúp xác định mối quan hệ giữa bạn và Kaggle. Chúng mô tả những gì bạn có thể mong đợi khi sử dụng dịch vụ Kaggle và những gì chúng tôi mong đợi từ bạn. Dịch vụ Kaggle được cung cấp bởi và bạn có hợp đồng với:

Kaggle Inc.
1600 Amphitheatre Parkway
Mountain View, California 94043
Hoa Kỳ
support@kaggle.com

Bạn có thể sử dụng Tài khoản Kaggle của mình không giới hạn thời gian. Điều đó có nghĩa là hợp đồng không tự động kết thúc, nhưng bạn có thể chấm dứt bất cứ lúc nào.

Quyền rút lui

Nếu bạn là người tiêu dùng tại EEA, theo luật, hợp đồng của bạn với Kaggle có quyền tự động rút lui trong vòng 14 ngày kể từ ngày ký kết hợp đồng. Để thực hiện quyền rút lui, bạn phải thông báo cho chúng tôi về quyết định rút lui khỏi hợp đồng này bằng một tuyên bố rõ ràng (ví dụ: thư gửi qua bưu điện hoặc email). Bạn có thể tìm thấy thông tin liên hệ trong Điều khoản Sử dụng Kaggle . Bạn không cần phải nêu lý do rút lui và việc rút lui của bạn sẽ được coi là đúng thời hạn nếu bạn gửi yêu cầu rút lui cho chúng tôi trước khi thời hạn rút lui kết thúc.



Bạn có thắc mắc?

Hãy truy cập Trung tâm trợ giúp của chúng tôi để tìm hiểu thêm về Tài khoản Kaggle mới của bạn, tìm câu trả lời cho các câu hỏi thường gặp và liên hệ với nhóm hỗ trợ của chúng tôi.

Chúc bạn khám phá vui vẻ,

Nhóm Kaggle",ham
164,Cập Nhật Các Chính Sách Của Discord,"
Xin chào!

Chúng tôi muốn thông báo cho bạn biết rằng chúng tôi sẽ cập nhật Điều Khoản Dịch Vụ, Chính Sách Bảo Mật, Điều Khoản Dịch Vụ Trả Phí và Nguyên Tắc Cộng Đồng. Những cập nhật này sẽ hỗ trợ việc phát triển kinh doanh, đáp ứng các thay đổi về luật pháp và làm rõ thêm những điều chúng tôi mong đợi từ bạn cũng như những điều bạn có thể mong đợi từ chúng tôi khi sử dụng dịch vụ của Discord.

Những thay đổi này sẽ có hiệu lực từ ngày 29/09/2025. Quá trình sử dụng dịch vụ của chúng tôi từ ngày đó sẽ phải tuân thủ các chính sách đã cập nhật.

Chúng tôi khuyến khích bạn xem toàn bộ các tài liệu đã cập nhật. Chúng tôi cũng đã tóm tắt những thay đổi quan trọng trong bài viết ở đây. Nếu không đồng ý với bất kỳ chính sách nào, bạn có thể chấm dứt thỏa thuận với chúng tôi bất cứ lúc nào bằng cách ngừng sử dụng dịch vụ và xóa tài khoản Discord của mình.

Cảm ơn bạn đã giúp chúng tôi đưa Discord trở thành nơi xây dựng những kết nối ý nghĩa xoay quanh niềm vui chơi game!

Nếu bạn đã nhận thông báo này trước đó, vui lòng ghi chú rằng các tài liệu trong liên kết đã được cập nhật với các chính sách mới. Vui lòng xem lại, vì chúng sẽ áp dụng từ ngày 29/09/2025.

Bất hòa",ham
165,Mã đăng nhập cho Tài khoản FRVR của bạn,"Mã đăng nhập cho tài khoản FRVR của bạn
Mã dùng một lần để đăng nhập vào Tài khoản FRVR của bạn:

890829
© FRVR năm 2023. Đã đăng ký Bản quyền.",ham
166,Cảnh báo bảo mật: đăng nhập X mới hoặc bất thường,"	
Chúng tôi nhận thấy một nỗ lực đăng nhập vào tài khoản của bạn @Elonmusk có vẻ đáng ngờ. Đây có phải là bạn không?
Đăng nhập đáng ngờ
Vị trí*		Vị trí không xác định
Thiết bị		Khác trên iPhone
*Vị trí gần đúng dựa trên địa chỉ IP của thông tin đăng nhập.
Nếu đây là bạn
Để an toàn, để đăng nhập vào tài khoản này, bạn cần xác minh đây thực sự là bạn bằng cách trả lời một số câu hỏi bảo mật.
Nếu đây không phải là bạn
Hoàn thành các bước này ngay bây giờ để bảo vệ tài khoản của bạn.
Thay đổi mật khẩu của bạn. Bạn sẽ đăng xuất khỏi tất cả các phiên X đang hoạt động ngoại trừ phiên bạn đang sử dụng tại thời điểm này.
Xem lại các ứng dụng có quyền truy cập vào tài khoản của bạn và thu hồi quyền truy cập vào bất kỳ ứng dụng lạ nào. Tìm hiểu thêm.",ham
167,"học cách tăng cường khối lượng công việc gen AI, ML & LLM","Đinh, đã đến lúc tăng cường các bản dựng AI của bạn.

Đăng ký LIVE Google Cloud Weeklies sắp tới của chúng tôi và tìm hiểu cách:
Tạo hệ thống AI thế hệ đa tác nhân
Thay đổi quy mô khối lượng công việc ML một cách hiệu quả
Có được khả năng hiển thị rõ ràng trên khối lượng công việc LLM
Ngoài ra! Nâng cao tài năng của nhóm dữ liệu của bạn với sức mạnh của AI tác nhân và cách mạng hóa năng suất với Gemini trong Không gian làm việc.

TRỰC TIẾP: Các giải pháp AI mới nhất

Weeklies
GenAI phi máy chủ: Xây dựng, tối ưu hóa và mở rộng quy mô với Gemini và Cloud Run*

Tìm hiểu cách tạo và khởi chạy các hệ thống GenAI đa tác nhân phức tạp với hiệu quả và khả năng mở rộng của điện toán phi máy chủ.
Weeklies
Mở rộng quy mô Machine Learning với Python trên BigQuery*

Xem cách bạn có thể tận dụng BigQuery và Vertex để chạy hiệu quả khối lượng công việc ML và khoa học dữ liệu dựa trên Python, đồng thời loại bỏ chi phí triển khai ML phức tạp.
Weeklies
Giám sát hiệu suất cho khối lượng công việc đào tạo và suy luận LLM trên GKE

Có được khả năng hiển thị toàn diện trên cơ sở hạ tầng LLM của bạn để giám sát hiệu suất hiệu quả và cho phép khắc phục sự cố nhanh chóng.
Weeklies
Trao quyền cho nhóm dữ liệu với AI tác nhân

Xem cách các trợ lý AI thông minh có thể cách mạng hóa hoạt động dữ liệu của bạn — tự động hóa các quy trình dữ liệu phức tạp, từ nhập đến chuyển đổi.
Weeklies
AI trong hành động: Chuỗi lớp học tổng thể trên Google Workspace với Gemini

Tham gia cùng các chuyên gia của Google để khám phá cách sức mạnh của Google AI đang cách mạng hóa hoàn toàn năng suất, bảo mật và quản lý thông tin.
Hãy nhớ rằng: tham dự hội thảo trên web được đánh dấu * sẽ mở khóa đào tạo miễn phí bổ sung!

Hẹn gặp lại bạn trên đám mây,
Nhóm Google Cloud",ham
168,Dung lượng iCloud của bạn đã gần đầy,"Dung lượng iCloud của bạn đã gần đầy. Bạn còn 572,3 MB trên 5 GB tổng dung lượng.
Nâng cấp lên gói iCloud+ 50 GB với giá ₫19.000 mỗi tháng
Dung lượng iCloud của bạn được sử dụng cho Ảnh iCloud và để giữ cho những nội dung quan trọng nhất trên iPhone, iPad và iPod touch của bạn được an toàn và khả dụng ngay cả khi bị mất thiết bị. iCloud Drive và các app như Keynote, Pages và Numbers cũng sử dụng dung lượng iCloud để cập nhật tệp ở mọi nơi.
Để tiếp tục sử dụng iCloud và sao lưu ảnh, tài liệu, danh bạ cũng như các nội dung khác, bạn cần nâng cấp lên gói iCloud+ hoặc giảm dung lượng đang sử dụng.
Trân trọng,
Nhóm iCloud
Quan trọng: Nếu bạn sử dụng vượt quá gói dung lượng của mình thì ảnh cũng như video mới sẽ không thể tải lên Ảnh iCloud và các thiết bị sẽ ngưng sao lưu vào iCloud. iCloud Drive và các app có kích hoạt iCloud sẽ không còn cập nhật trên các thiết bị của bạn.",ham
169,"mở khóa lợi thế dựa trên dữ liệu của bạn với AI thế hệ, AI tác nhân và Looker","Lịch trình Google Cloud Weeklies tháng Bảy của bạn đã có ở đây! Nhận thông tin về các cơ hội dữ liệu lớn nhất hiện nay, với các phiên lộ trình sắp tới của chúng tôi. Và nâng cao chiến lược bảo mật của bạn với quan điểm của JAPAC về báo cáo M-Trends năm 2025 của Mandiant.

LỘ TRÌNH DỮ LIỆU: Cập nhật và cơ hội cho tuyến đầu

Weeklies_july_3.png
Lộ trình đổi mới cơ sở dữ liệu 2025: Đổi mới AI năng lượng†*

Trang bị cơ sở dữ liệu của bạn để mang lại trải nghiệm khách hàng mang tính chuyển đổi. Xem những tiến bộ gần đây đang đưa AI thế hệ vào cơ sở dữ liệu Google Cloud như thế nào để có các khả năng tiên tiến.
may_08_icon
Lộ trình phân tích dữ liệu†*

Thăng tiến với trải nghiệm đại lý mạnh mẽ. Lắng nghe cách nền tảng phân tích dữ liệu của chúng tôi cho phép bạn xây dựng tác nhân AI, tìm kiếm thông minh và phân tích do AI cung cấp.
june_19.png
Lộ trình đổi mới AI cho BI†*

Mở khóa các quyết định dựa trên dữ liệu nhanh hơn, sâu sắc hơn. Tìm hiểu cách Looker trao quyền cho các tổ chức bằng cách chuyển đổi cách tiếp cận của họ đối với phân tích dữ liệu.
M-TRENDS 2025: Giành lợi thế của hậu vệ

Weeklies_july_10.png
M-Trends 2025: Quan điểm của JAPAC

Nâng cao chiến lược bảo mật của bạn. Phân tích chuyên sâu này giải mã thông tin về mối đe dọa tuyến đầu của Mandiant để hiểu rõ hơn về bối cảnh mối đe dọa đang phát triển.
may_22_icon
M-Trends 2025: Phần mềm độc hại Infostealer và các mối đe dọa đối với Web3

Phát hiện, giảm thiểu và ngăn chặn phần mềm độc hại đánh cắp thông tin cũng như các mối đe dọa mới nổi đối với Web3 và tiền điện tử với những thông tin chi tiết quan trọng này từ báo cáo M-Trends 2025 của Mandiant.
GIẢI PHÁP HỖ TRỢ AI: Trang bị cho nhóm của bạn để đổi mới

Weeklies_july_17.png
Nhiệm vụ của AI: Cơ sở hạ tầng của bạn đã sẵn sàng để cung cấp chưa?†

Tối đa hóa giá trị của các khoản đầu tư AI của bạn. Khám phá các chiến lược khả thi để hiện đại hóa cơ sở hạ tầng của bạn nhằm nâng cao hiệu suất và bảo mật.
may_22_icon
Google Workspace: Các công cụ bạn cần để cải thiện công việc ngay bây giờ

Làm việc thông minh hơn, không chăm chỉ hơn. Xem cách các tính năng AI tích hợp mạnh mẽ của Workspace mở ra năng suất chưa từng có, cộng tác an toàn và quy trình làm việc được sắp xếp hợp lý.
Mở khóa nhiều kiến thức hơn nữa về các chủ đề AI chính với các hội thảo trên web cần thiết này và được đào tạo miễn phí khi bạn tham dự hội thảo trên web được đánh dấu *.

Truy cập ngôn ngữ ưa thích của bạn với phụ đề bằng 한국어, tiếng Bahasa Indonesia, tiếng Thái, 繁體中文, 简体中文 và tiếng Anh cho hội thảo trên web được đánh dấu bằng †.

Hẹn gặp lại bạn trên đám mây,
Nhóm Google Cloud",ham
